Monte Carlo simulation number,Training accuracy,Validation accuracy,Bare class F1,Kelp class F1,Mixed class F1,Red class F1,Bare class precision,Kelp class precision,Mixed class precision,Red class precision,Bare class recall,Kelp class recall,Mixed class recall,Red class recall,Depth MDA,Slope MDA,VRM MDA,Mean Curvature MDA,Northness MDA,Eastness MDA,Flat geomorphon MDA,Ridge geomorphon MDA,Shoulder geomorphon MDA,Slope geomorphon MDA,Footslope geomorphon MDA,Valley geomorphon MDA,Median SST MDA,Standard Deviation of SST MDA,Bare class depth MDA,Bare class slope MDA,Bare class VRM MDA,Bare class curvature MDA,Bare class northness MDA,Bare class eastness MDA,Bare class flat geomorphon MDA,Bare class ridge geomorphon MDA,Bare class shoulder geomorphon MDA,Bare class slope geomorphon MDA,Bare class footslope geomorphon MDA,Bare class valley geomorphon MDA,Bare class median SST MDA,Bare class standard deviation of SST MDA,Kelp class depth MDA,Kelp class slope MDA,Kelp class VRM MDA,Kelp class curvature MDA,Kelp class northness MDA,Kelp class eastness MDA,Kelp class flat geomorphon MDA,Kelp class ridge geomorphon MDA,Kelp class shoulder geomorphon MDA,Kelp class slope geomorphon MDA,Kelp class footslope geomorphon MDA,Kelp class valley geomorphon MDA,Kelp class median SST MDA,Kelp class standard deviation of SST MDA,Mixed class depth MDA,Mixed class slope MDA,Mixed class VRM MDA,Mixed class curvature MDA,Mixed class northness MDA,Mixed class eastness MDA,Mixed class flat geomorphon MDA,Mixed class ridge geomorphon MDA,Mixed class shoulder geomorphon MDA,Mixed class slope geomorphon MDA,Mixed class footslope geomorphon MDA,Mixed class valley geomorphon MDA,Mixed class median SST MDA,Mixed class standard deviation of SST MDA,Red class depth MDA,Red class slope MDA,Red class VRM MDA,Red class curvature MDA,Red class northness MDA,Red class eastness MDA,Red class flat geomorphon MDA,Red class ridge geomorphon MDA,Red class shoulder geomorphon MDA,Red class slope geomorphon MDA,Red class footslope geomorphon MDA,Red class valley geomorphon MDA,Red class median SST MDA,Red class standard deviation of SST MDA
1,0.725274725,0.692307692,0.75,0.705882353,0.615384615,0.666666667,0.714285714,0.631578947,0.727272727,0.714285714,0.789473684,0.8,0.533333333,0.625,17.66530363,13.72766409,19.29674367,6.874899574,4.21803823,3.029549268,7.137416593,1.619037214,-0.980454142,4.332884332,2.047484168,1.084286614,18.68140755,16.66353438,5.948297659,11.3859612,18.18942098,9.253579643,1.40401864,1.007755309,5.881583145,3.984993868,0.859166758,4.391483627,2.236290386,-1.002333725,6.842920402,5.47361186,14.21903587,9.433623364,9.981318696,-0.720345385,1.197701895,3.985559554,3.944223523,-0.707225105,-1.291723836,0.808640026,0.321750388,0.179851028,16.75229513,8.099634985,4.015906413,1.367786834,4.988036005,-0.371954719,5.184774661,-1.662303024,4.60886684,0.691768881,-0.725423556,1.95574952,0.617987672,0.646355751,5.533274729,15.80233453,14.59194187,2.293119979,5.432062017,3.178628088,1.990760492,1.479767609,0.707876989,-2.328754729,-0.770882672,2.050677419,2.375724585,1.392994333,3.605786081,4.885180705
2,0.702857143,0.722222222,0.782608696,0.789473684,0.6875,0.571428571,0.857142857,0.681818182,0.6875,0.615384615,0.72,0.9375,0.6875,0.533333333,16.74652223,13.73420797,14.70963418,5.95492349,5.021580761,7.893719998,10.49359276,1.272833602,-0.973902179,6.689467501,2.906733512,-0.244729761,11.48700218,13.03839483,6.74541556,12.64193213,12.53545092,8.17784905,1.939236766,0.319628074,10.1737864,5.502765865,-3.443492066,6.366027521,1.98914627,-0.174626556,5.560522872,7.103555662,11.11919203,6.588685765,7.635307822,1.503319575,2.208543659,10.29582668,3.345039001,-0.323628445,-1.479336096,0.888374967,-1.086301286,-0.397860832,11.39926389,6.180084712,-2.140738001,-0.664811328,1.730427054,-1.440968664,5.048961707,0.365381319,6.917644441,-0.819051911,2.350270763,1.389008316,2.581000812,-0.544289599,5.741677152,12.17852187,16.27973077,2.607310382,5.065970362,-0.987066325,1.512883226,2.844909475,1.666692955,-2.155906772,0.809957034,3.789624799,2.92622211,1.002333725,-0.08684106,5.638535801
3,0.742331288,0.69047619,0.695652174,0.769230769,0.625,0.56,0.761904762,0.735294118,0.588235294,0.583333333,0.64,0.806451613,0.666666667,0.538461538,17.81785232,12.37733194,15.34294044,3.886283221,5.201488426,5.312482596,9.408587689,3.668962416,2.409536772,4.300089146,1.939228445,-1.418922935,12.11476808,17.95336209,6.347318017,10.61506639,13.2904742,5.302676175,-0.73433215,0.429643896,8.536172409,5.784041434,2.17294474,4.005273971,1.886906426,0,4.63312886,4.307936538,11.9838397,5.715647876,11.24239588,-1.576708264,2.480491125,4.476211171,5.591204269,1.595371233,0.536304817,0.386573696,-1.172303931,-1.409763846,10.60043396,7.82564437,7.739903285,1.69149262,7.146236067,1.311183059,5.078313305,3.159417328,7.241671998,0.748247489,-1.14192704,1.119118453,0.066777009,0,6.12948235,18.4734016,13.13755958,3.829609175,5.486700683,0.171127208,2.131045966,2.098033705,-0.276570919,-0.923131173,2.537703455,2.575706792,3.259380704,0,2.067189158,7.121383797
4,0.717514124,0.7,0.775510204,0.711111111,0.666666667,0.56,0.826086957,0.615384615,0.7,0.636363636,0.730769231,0.842105263,0.636363636,0.5,21.25709365,13.84970481,14.78086505,8.129140257,6.314388659,4.269130935,9.269174998,2.054153269,0.944384869,3.646092764,0.81716542,-1.939887074,13.73550247,11.38735355,5.2830073,10.36122253,12.8862781,9.504650796,0.906301322,0.324413451,8.609689005,3.477547833,0,2.808409538,0.435157626,-0.108468197,5.301968879,0.813358768,16.35221997,8.836259692,8.541368602,-0.178320906,3.138787076,6.426140423,5.160694928,1.517089379,-0.106892888,0.089802958,-0.201407855,0.130988794,15.13395527,5.003325408,5.090748394,4.013126306,7.143468235,0.340211725,7.093612619,0.001186979,6.586277943,1.476188821,0.781978472,2.449094077,0.421366523,-2.426827022,6.269279248,12.87634548,14.83469641,4.927850316,4.073666584,3.956145697,0.948949928,-0.860302639,0.665184246,-1.813506889,0.961279777,0.892702167,1.373638198,0,0.60583181,5.187062583
5,0.73255814,0.666666667,0.723404255,0.681818182,0.551724138,0.666666667,0.68,0.681818182,0.8,0.555555556,0.772727273,0.681818182,0.421052632,0.833333333,23.22845614,11.83536347,16.66740601,5.433688338,7.081155416,6.643591825,10.86731262,0.549999154,0.464387493,5.83162826,2.035966245,0.231283284,15.07021239,13.9476082,6.874506102,11.51977117,13.48705145,5.138933062,1.525761952,1.970691875,9.840336403,3.342893593,1.21242443,6.864086038,1.693409317,-0.064216746,6.560889064,5.902061224,18.7152311,7.6152892,10.58986883,1.557511387,2.404731884,6.565151512,4.632380225,-2.336827742,-0.837442144,-1.039696278,0.256412634,0.249876989,14.74658205,6.901448404,3.188737279,0.356143001,6.483322045,1.481963934,6.860699625,2.522186148,6.071703654,1.944578967,-1.002333725,0.065360043,0.525563009,0.183490614,7.391504409,13.48061814,17.11943704,0.338842774,4.450518375,1.757990263,2.570575364,0.489728703,7.94888142,-2.33027356,1.733888984,0.065842315,2.210450127,-0.168507913,0.584738418,4.152057792
6,0.717647059,0.753246753,0.826086957,0.740740741,0.689655172,0.72,0.826086957,0.869565217,0.588235294,0.642857143,0.826086957,0.64516129,0.833333333,0.818181818,20.926907,11.81485961,16.9940167,9.003623651,7.533940927,8.236794089,8.525189039,4.669079631,-1.14865869,6.814927772,5.01867101,0.504886438,10.8507073,17.23633089,8.411267421,10.66698794,15.04699571,9.271547486,3.523742323,2.846679393,8.245012487,5.426653396,0.28493972,6.074282456,4.329489213,1.554270723,4.60318911,4.242106149,11.20292058,5.744932397,7.581091433,1.259628863,0.451958807,8.14776566,2.419668901,1.244838293,0.134715691,3.768438601,-1.910160834,-0.867341975,8.165885909,9.919405388,8.071415481,3.774550946,3.002479808,4.62001944,7.756104519,2.839365109,5.242265048,1.978646239,-2.21837535,1.514225712,2.444600343,0,5.246813584,16.67370262,17.34475949,2.723531597,9.537405473,1.529770069,2.49486388,2.666334047,3.022234433,0.765490372,-1.438812585,2.382914441,3.755894454,1.002333725,2.239598072,6.929616565
7,0.664804469,0.779411765,0.844444444,0.869565217,0.75862069,0.375,0.904761905,0.909090909,0.733333333,0.3,0.791666667,0.833333333,0.785714286,0.5,20.56761627,12.32909986,17.94353635,7.404941942,6.658748521,7.964475799,9.701012881,1.648770175,0.426453104,5.860396605,3.679832203,1.515597257,10.90725991,14.9027488,4.815548662,10.05485184,13.04566259,6.769681652,1.485033491,2.135846757,9.437538464,2.045747556,1.286325251,4.170504572,1.380228788,0.185189586,3.516775674,3.324122554,18.3240695,5.484662878,11.46739653,0.781978643,3.875338307,8.458567953,4.652011934,-1.175370927,0.364617992,4.588639948,2.457129572,1.414948014,11.16815873,7.792343518,1.97721586,0.835578949,5.121716512,0.946893662,5.942754384,0.122226421,6.631175386,-0.350961817,-2.453631458,-1.110818725,2.047873626,-0.08675951,4.117867592,13.70526984,17.46724794,5.065492915,7.697545586,4.281910231,2.294326215,4.583991557,3.057661558,2.544098802,0.321459258,3.226139964,3.57382082,1.72373147,2.673296723,8.764770054
8,0.720238095,0.658227848,0.638297872,0.72,0.705882353,0.518518519,0.576923077,0.72,0.857142857,0.5,0.714285714,0.72,0.6,0.538461538,24.95321383,17.83632389,15.04893328,3.998449686,1.884319937,1.127194112,6.967383753,3.594153594,0.038787695,6.391972859,3.421367042,-0.604042819,16.78220764,10.50706108,9.904719387,17.57624309,14.91431161,6.537560642,0.953458687,0.581121743,6.177721427,3.199497139,-0.671725465,6.400777156,2.412968427,-0.268018808,8.613298287,5.290085305,17.77165665,12.47499861,9.103371005,-2.163976225,0.172527945,0.744710702,5.341979797,2.744380885,-0.281548309,3.989190886,1.842689145,0.98233659,17.26375798,4.510010023,2.077216164,-1.059386695,0.444227455,-0.577503248,3.530131895,0.730734154,4.05852395,-1.632367239,-1.708201144,0.100822036,0.800103191,-1.002333725,4.613999851,8.658937429,18.35599717,1.237353076,6.160250553,0.36464244,-0.562803039,0.191683634,1.761862185,1.562765534,1.944204492,2.190780487,1.859198578,-1.419214283,0.093112049,5.110781239
9,0.695402299,0.726027397,0.8,0.755555556,0.6875,0.647058824,1,0.68,0.733333333,0.578947368,0.666666667,0.85,0.647058824,0.733333333,19.02668263,12.86454941,15.17346346,8.775144388,6.548179664,4.170285991,10.66529225,2.826331416,-0.471626764,5.528747698,0.373399926,-1.036452953,12.85426517,13.8680599,5.195506207,12.20168361,14.28040835,9.993708509,0.700231082,3.680771997,10.23227781,4.636256018,-1.844202374,4.889582885,-0.083986234,0,5.813988019,2.88878432,15.25846402,7.647082903,9.492630106,0.295673609,4.191882844,4.80636934,3.426443023,0.655049799,-0.751933325,3.293599438,-0.254318609,0,12.6397999,7.121848477,3.301297057,0.027554246,1.951524782,1.546949884,6.695430913,-2.144097761,6.690508387,1.615912759,-0.419612059,2.356047906,1.378034378,-1.18231903,3.375604726,14.45630521,13.20732684,2.875394703,6.189504494,3.372552186,0.272311033,-0.421427151,3.255584316,-0.685152745,1.497641136,1.662566105,1.002333725,0,2.579296328,4.283471451
10,0.742857143,0.763888889,0.816326531,0.808510638,0.666666667,0.666666667,0.833333333,0.826086957,0.75,0.588235294,0.8,0.791666667,0.6,0.769230769,19.80842648,13.31653532,15.76218864,4.65949062,4.911338869,4.530589887,9.331114818,3.059626404,-1.181986145,5.080234952,3.521265184,-0.185885303,16.4968136,16.87209171,6.670741577,10.34519756,13.21961031,4.328754741,0.628146439,0.382670769,8.05779184,2.761145726,0.039749663,5.346274046,1.794235328,1.002333725,5.24387587,4.39204792,13.80884952,9.119482807,9.99803113,-1.401807554,3.441217587,5.465026004,5.529475642,2.086364162,-0.641555877,0.716484726,-0.164699552,0.452368186,13.37755193,7.840358326,6.423407094,3.477153141,2.572339437,1.380725113,6.330206406,1.269759603,6.546425778,1.042730211,-0.849112288,2.513232101,3.461526847,-1.855253594,6.632131605,16.95172696,16.01959461,3.444854341,7.711058111,3.330503633,-0.979924038,1.328635175,2.069705412,0.546252696,-0.926946769,-0.962631063,2.464327408,0,2.888718151,3.737749888
11,0.71257485,0.7,0.765957447,0.711111111,0.702702703,0.580645161,0.9,0.64,0.722222222,0.529411765,0.666666667,0.8,0.684210526,0.642857143,24.17173034,13.46678555,12.80041599,5.350544098,4.219951639,1.751287296,12.10630147,3.910210393,0.061750081,6.508277532,2.802734717,1.057563274,10.41415001,13.16081796,6.684229677,12.80365393,11.92303789,4.83543646,-0.438426374,-0.694334925,11.35261944,3.34306414,-1.061903964,6.739147355,2.877601954,0,6.212098366,5.277636799,16.7527639,9.128988062,10.30700404,-0.232651055,2.022680721,1.525284981,6.227387344,3.452643033,-0.061408967,1.225592332,0.578226789,1.636649945,10.11645884,5.115364245,7.426554345,0.245467581,3.260238513,2.275142557,5.771849802,2.315674792,6.678207934,1.312581173,0.059655492,0.412724942,1.477127674,-0.630210913,2.638996748,13.1982972,18.85871796,1.844001409,2.521066924,3.241887539,0.448579967,0.044437487,2.757827353,-0.545464666,1.028395113,4.047554764,1.445000727,0,1.151962386,6.337519515
12,0.729885057,0.643835616,0.685714286,0.714285714,0.588235294,0.571428571,0.8,0.652173913,0.5,0.666666667,0.6,0.789473684,0.714285714,0.5,17.5935038,11.3549422,20.38392232,8.066991989,8.3974817,4.750060087,8.755305538,4.126183433,0.421610689,6.342133845,1.943328131,-0.486892242,13.13839224,16.16292931,5.305153002,9.663490374,17.86735356,8.178788591,1.628309887,2.06913446,8.207816967,3.860441989,-0.15951891,6.189413637,0.227364057,0,4.920378827,7.12211924,14.04107383,8.345043352,13.53758735,-0.442128094,4.362154084,2.94407556,2.822205592,1.77803244,1.069232113,2.635846244,0.963358038,-0.981169736,13.33779606,8.207057912,4.721218338,1.606866807,3.56221696,5.016105289,7.155226381,2.952844371,6.978644837,1.360598682,0.027644742,0.841589199,0.749004531,-1.049904141,5.8186104,14.30903562,13.42353746,-0.167792503,3.916303427,1.958047644,3.161723844,1.696146618,0.427037717,0.419598809,0.070740715,2.295467033,2.312237844,1.418855309,0.122440947,5.376656854
13,0.745856354,0.712121212,0.846153846,0.75,0.64,0.434782609,0.88,0.75,0.533333333,0.5,0.814814815,0.75,0.8,0.384615385,21.55933063,12.40598128,18.25022928,9.074880021,5.717215849,5.870119819,7.883244148,5.353330223,-0.430209334,4.618740865,3.471437622,-0.55243988,15.7761234,19.21555315,9.340113375,11.42718922,16.7931216,9.520543808,0.885814217,0.488214096,7.58881368,3.004972957,-0.575159976,4.681455676,1.166786775,0,7.254326417,9.172155715,18.04744318,7.850046931,9.519080759,0.84745133,2.157912781,6.503904468,4.044759848,1.961278917,-0.627868105,1.424750885,2.37145479,-1.002333725,13.36764909,7.655378301,6.390480909,-0.45581587,4.556734371,3.993767728,6.207605738,2.544047347,5.656328564,2.667086026,0.163270701,2.051942273,1.353809664,0,5.392463469,17.64666047,15.79682533,3.367680689,7.904068568,1.429479557,3.036671951,1.023414793,3.123915006,3.330237586,0.134373491,3.760218765,3.287337999,-0.117447811,4.877239013,6.162085807
14,0.68125,0.689655172,0.771929825,0.813559322,0.416666667,0.529411765,0.88,0.827586207,0.357142857,0.473684211,0.6875,0.8,0.5,0.6,21.29644783,11.73821004,19.9609764,8.274393385,5.734158463,3.063733422,7.124346151,2.551815915,1.355440299,4.34656998,2.26352554,-1.420783331,10.47521309,19.97785256,7.657440373,10.60134859,18.3320816,8.403854679,1.707670165,2.127226432,6.116742495,2.928110786,0.75459168,2.591817112,-0.987787001,0,7.132590551,8.110538326,14.18553383,4.225139359,7.129459565,-1.159212926,2.662391804,2.798806282,3.015643547,0.018422186,1.453475635,0.302710977,2.528073233,-1.002333725,9.574172051,8.360501486,5.006327419,2.828315204,6.327580083,2.717348816,4.562295418,-0.549571458,4.263148129,0.77448569,0.092879436,0.869554843,1.439554393,-1.002333725,4.326097993,21.50313259,17.12200884,2.491946458,6.36608209,5.34606567,0.644337694,1.623070773,2.929190494,1.514162624,1.733888984,4.58773382,2.813780833,0,0.809985495,5.303804541
15,0.761627907,0.706666667,0.816326531,0.745098039,0.636363636,0.5,0.740740741,0.863636364,0.538461538,0.538461538,0.909090909,0.655172414,0.777777778,0.466666667,21.49090782,10.26145101,13.75825607,4.379931102,6.995804538,4.770764656,12.52584021,2.535049865,-0.534336338,5.361482354,4.904102977,0.90451846,11.3973323,17.97929763,7.632765559,7.950381185,10.82968001,6.849849347,0.31595815,0.851289955,10.05846788,3.799529001,-0.724809174,5.007496831,1.413162685,1.534997164,4.748888388,5.930272537,15.45391457,6.450584537,10.68955957,-2.152532143,1.490346454,6.520031163,8.081511338,1.550017863,-0.048766255,2.817918254,1.958278025,-0.355934819,10.70295452,7.049623726,5.921700435,3.258577542,5.760021031,1.901311914,9.477965406,1.248650531,8.905676592,1.229471109,-1.928129114,1.737571122,4.731558335,0.387562809,7.878115546,19.55034448,14.38118403,2.957565869,3.968447414,-0.69760745,0.864345531,0.156606531,8.239053875,-2.467476799,1.336306846,1.679039777,1.739117115,0,0.178252432,7.753910247
16,0.742690058,0.684210526,0.769230769,0.680851064,0.666666667,0.538461538,0.714285714,0.727272727,0.692307692,0.538461538,0.833333333,0.64,0.642857143,0.538461538,18.33029323,15.33623737,16.21396354,4.53612336,4.862608216,7.138998027,7.080700686,0.219266442,-0.279381292,4.960706344,1.099695126,0.041943054,17.46030168,15.66972528,5.64045007,12.43597897,13.93807512,5.597918917,1.168085845,0.955137797,6.798225534,2.347106839,-2.188572917,3.735348619,0.26744703,1.742734614,6.857848038,6.317029933,13.98074894,12.08318994,10.63098789,-0.335676609,0.624142537,6.553756858,1.800716148,0.703177715,1.32685291,1.523682652,-2.158573738,-0.031750106,15.63432987,7.795121416,7.275273704,2.782490867,5.371152045,1.289013754,4.651028144,1.909441031,5.342210429,-1.419160517,0.680466817,4.159088863,2.032148795,-0.282273439,9.164160616,14.09459645,13.05943988,2.232169035,6.649135036,1.828164394,3.756056139,3.586542558,1.402216342,-0.617250152,-0.108694843,2.564585431,2.452793703,-1.196417863,1.715051113,6.8615417
17,0.694610778,0.6125,0.716981132,0.651162791,0.482758621,0.514285714,0.730769231,0.7,0.777777778,0.36,0.703703704,0.608695652,0.35,0.9,28.10617852,9.936722499,19.31368575,8.673748844,5.218809997,4.180058674,6.500086195,3.336473183,1.890558734,1.675013529,2.643983323,-0.434618273,11.15444612,13.18894243,7.345984558,8.756718782,17.41969502,9.424471606,0.525421168,2.214120205,5.216534509,2.914394903,1.952007318,1.859100122,1.65933357,0,4.343087458,3.821946186,20.66182858,7.352184725,11.01931537,1.159756246,1.131116171,4.228349651,4.080217311,2.129190344,2.300332529,-0.202572129,-1.511861279,0.12077955,11.93876665,7.058926463,8.46641715,1.002866201,5.470085086,2.071069366,6.785021959,1.974256093,3.771958976,-1.861366198,-0.126242302,-0.046612812,0.222818384,-1.721316122,4.065144845,11.06072581,20.90234922,0.446842244,4.011836491,-0.38470034,1.50971935,-0.153665961,4.332813419,1.843639422,0.454084293,0.891146109,4.642565028,0.816526235,-0.135631476,6.269145458
18,0.700598802,0.7,0.76,0.739130435,0.588235294,0.666666667,0.730769231,0.739130435,0.588235294,0.714285714,0.791666667,0.739130435,0.588235294,0.625,19.92886744,9.91422309,18.413569,5.506629591,3.559763556,2.390570098,8.91610167,0.825295214,0.658071819,4.55102651,3.149865173,-1.174818209,15.26350039,15.01590063,6.200296162,9.52137776,16.63446904,4.532516881,-1.322046386,0.244092552,6.753640609,0.955544568,1.12342838,2.636753597,1.774289012,1.242872589,4.593560745,3.538659381,17.71174911,7.214419312,10.95609362,1.821688181,5.064768992,2.359146654,6.916374306,0.767394231,-1.965703029,3.34506105,1.357202164,1.355594893,14.40692013,9.490207424,5.466366016,0.628771058,3.940741239,-0.163977383,3.108756163,0.81264853,5.76897292,0.643665711,-1.205944488,-0.193125988,-0.784908949,-3.003673584,3.826537446,15.7082171,12.75958296,0.090244611,4.790635123,4.390171324,-0.996068537,0.389665397,3.068316542,-0.140133747,2.610632151,2.440191562,2.688608909,0,0.85549298,4.103691862
19,0.736842105,0.789473684,0.818181818,0.842105263,0.7,0.709677419,0.818181818,0.888888889,0.777777778,0.611111111,0.818181818,0.8,0.636363636,0.846153846,20.96435621,6.628403162,17.74562573,4.541940596,6.119135695,2.987400725,9.933328432,4.602811922,-1.255051129,4.210574405,2.237599131,-0.204942518,11.79235857,20.50912354,7.586129141,6.958180236,15.56939098,5.324709108,2.414040616,-0.721252707,8.806959747,4.762908588,-0.722764321,3.775529583,-0.047560706,-1.398284619,7.755680055,7.931911815,13.22899914,0.996436487,10.97354137,-1.088770371,2.96385404,2.876312788,4.774795662,3.541170829,-0.515329712,1.225713243,2.195492982,0.321946606,8.784385193,9.121218652,8.160919015,2.514193999,6.258328629,2.135361658,5.003144919,-1.211870089,7.307941092,1.150258673,-1.002333725,-0.04960263,-0.351085194,0.870137143,4.715857589,18.3346021,13.79996067,0.970850021,8.324543735,1.473795681,2.0473116,4.09674574,6.045740152,-0.167014416,-0.420670672,3.020480611,3.01247213,-0.613572165,2.25980842,8.340463332
20,0.723163842,0.671428571,0.714285714,0.780487805,0.421052632,0.631578947,0.714285714,0.695652174,0.5,0.666666667,0.714285714,0.888888889,0.363636364,0.6,19.40123302,11.62305658,20.39425605,5.965481274,7.262601664,4.506704766,8.418169645,2.919595434,3.496233467,5.269661933,3.650711799,-0.419449865,11.19218768,17.23900507,6.410254671,10.3040071,18.83369652,7.394427227,2.298250723,2.49889014,6.792794664,4.205228849,2.154605218,3.801571126,1.151982485,0.056425828,4.900565664,5.847751775,12.89601741,7.494952834,11.24869482,-1.41340271,3.642851914,3.36645492,6.987339828,0.601597751,0.316018225,2.057224468,2.531399672,1.674417544,10.93314939,9.801475227,7.741717496,1.395409123,8.193029968,1.557430542,4.639824634,1.707756031,5.989663545,1.229056936,1.963675093,1.733813358,1.366430194,-1.618888557,3.884702278,16.99757596,15.35326463,1.70179746,6.117004422,1.290025242,1.968752987,2.594999983,0.640480589,-0.096013763,2.96668006,2.196446741,2.441108849,-1.213431557,3.668115651,4.075571683
21,0.738372093,0.693333333,0.75,0.724137931,0.689655172,0.52173913,0.833333333,0.677419355,0.625,0.6,0.681818182,0.777777778,0.769230769,0.461538462,20.21763698,10.21864239,18.21594501,6.770244024,5.265385028,5.109295179,9.842055378,3.440119447,0.838378658,4.366230105,2.135258981,-0.671822786,13.79261869,19.90345921,5.381142595,9.714859397,14.78041641,7.799651895,0.293314592,1.840660684,8.219482433,2.09382495,-0.86373667,3.123390534,1.809934458,-0.673294214,6.497106041,3.555725008,17.68092053,8.107401807,8.713458911,0.23843145,4.45846753,5.407810291,2.099980652,3.793577637,-0.223794215,2.080391523,1.429297788,0.070623274,13.55326822,8.889103802,4.487555841,-1.537162879,7.282013132,0.615154718,3.518379796,-0.405924677,6.287254039,-0.73038794,1.3183611,1.78932518,-0.636959362,-0.685545506,2.563664215,16.48396571,17.23143153,2.1053085,8.863405332,1.85817889,1.982640336,2.135451104,7.706396359,0.672195233,1.862391488,1.798811497,2.427043496,1.41588379,5.764958625,10.59823836
22,0.689265537,0.7,0.764705882,0.777777778,0.631578947,0.625,0.764705882,0.666666667,0.666666667,0.714285714,0.764705882,0.933333333,0.6,0.555555556,17.85055334,15.4625981,16.92470932,6.711558174,4.404394525,4.361922019,7.584636301,4.062162194,1.091027364,4.699633551,1.551393877,1.72830834,16.59722303,11.21741619,6.929163369,14.68313746,15.08751765,8.197389246,2.011979721,0.69417573,6.838432814,3.980473996,-0.168906305,4.631773821,1.988202566,1.436213771,8.418522763,4.734967931,11.33852921,8.13341281,9.555325359,-1.047212803,3.270238709,5.225510106,3.964378926,1.848894852,1.627966693,3.039087477,-0.234521708,1.002333725,13.69240615,6.527035455,5.760319743,3.604681477,5.47918465,0.942259832,4.923342144,-1.299469496,4.917842509,-0.485928483,1.266884016,0.560444538,0.881532684,0.492643784,8.463944174,11.13037601,11.38771899,1.952468216,5.076832413,1.692844681,-1.286128638,1.948027965,1.851808952,0.880204221,-1.709231578,1.386881419,1.62944263,0,-0.248935966,3.728302633
23,0.72,0.736111111,0.816326531,0.739130435,0.666666667,0.636363636,0.833333333,0.772727273,0.6,0.636363636,0.8,0.708333333,0.75,0.636363636,20.43790598,14.65638135,14.87344977,6.18525327,7.45029741,4.929520004,8.35738735,3.663325969,2.080797011,5.800673002,3.080048931,1.002333725,14.64169052,16.06254177,7.55623087,13.5198646,13.34324834,8.575408775,2.277908184,1.74751527,8.336586268,2.914832793,-0.530318142,4.804960102,3.512515633,1.002333725,9.356113614,3.849169605,14.57668279,12.29599135,8.508838607,-2.073274883,3.613655322,5.359166664,3.983381595,2.018370981,0.759801329,3.957512734,-0.346860696,1.002333725,11.26278695,7.450371784,6.912373954,1.217508955,3.353978755,0.193074546,7.085952084,0.539817498,5.633254542,1.81784394,2.540221372,2.697367288,0.042760901,-1.002333725,4.475171235,18.79462554,14.69911573,0.707779886,4.28203655,1.472888822,2.072829739,1.898566909,2.195731919,1.428761914,1.784230783,1.03411412,2.618706475,0,5.851541324,6.206975289
24,0.709497207,0.779411765,0.829268293,0.829268293,0.75862069,0.64,0.85,0.85,0.846153846,0.533333333,0.80952381,0.80952381,0.6875,0.8,20.96835492,10.73002436,13.62290237,6.874336313,4.906362854,5.466831253,10.90612065,2.640172789,0.312920418,2.700411882,5.085658577,0.170617146,12.02464425,15.18027429,6.498123983,9.407517261,12.09230368,8.783909736,2.073661688,1.531861613,10.3520193,2.98208248,-0.339412516,2.353033416,2.220342248,-0.066450816,5.418950951,5.241861093,15.01950179,5.075323216,7.587223538,-2.477590785,2.654532105,5.367472164,2.029793675,0.045450757,0.157840175,0.786940269,-0.154906732,1.087989676,11.35750674,7.063470929,5.48525076,1.964532889,2.587407488,4.516676307,5.715729347,1.662525146,7.146005896,1.935833674,-0.103042149,-0.672708631,4.427172103,-0.200018607,4.395243188,12.7210006,17.91117544,2.028506417,6.924872519,1.793249942,-0.45147072,0.433618257,8.683762294,1.128210342,1.313247221,3.33336549,3.820686209,-1.401327726,2.328858443,7.218134181
25,0.723529412,0.571428571,0.690909091,0.578947368,0.466666667,0.451612903,0.633333333,0.6875,0.411764706,0.5,0.76,0.5,0.538461538,0.411764706,19.07123254,12.61687628,18.56013314,7.954419196,8.186471785,5.879488154,8.327121764,2.668561381,0.741265584,5.63352023,0.792731819,0.019044809,13.97824158,17.68745107,5.240430011,11.30812192,16.01732328,8.73514768,1.215924567,0.71508481,7.434108221,3.125406629,0.528940981,5.374895317,-0.036385413,-0.65138966,4.87428448,6.723305023,14.2029615,7.811296586,13.94389276,-1.253776923,3.056454035,6.732561836,3.372970325,0.501005899,1.444373637,1.448841039,0.044570868,-0.090087322,12.78364653,6.478468456,6.647205356,1.770659135,8.697971603,3.509803594,8.330709265,-0.990190698,5.360593375,0.529473633,-0.909463624,1.209558009,0.646267723,-0.700939563,5.456793676,17.89193234,14.15039775,2.3888736,2.503452849,2.832087975,1.731779394,3.96785736,3.793406627,-0.148615933,-0.195780112,2.557374849,1.419854908,1.739383259,3.633302003,5.169775384
