Monte Carlo simulation number,Training accuracy,Validation accuracy,Bare class F1,Kelp class F1,Mixed class F1,Red class F1,Bare class precision,Kelp class precision,Mixed class precision,Red class precision,Bare class recall,Kelp class recall,Mixed class recall,Red class recall,Depth MDA,Slope MDA,VRM MDA,Mean Curvature MDA,Northness MDA,Eastness MDA,Flat geomorphon MDA,Ridge geomorphon MDA,Shoulder geomorphon MDA,Slope geomorphon MDA,Footslope geomorphon MDA,Valley geomorphon MDA,Median SST MDA,Standard Deviation of SST MDA,Bare class depth MDA,Bare class slope MDA,Bare class VRM MDA,Bare class curvature MDA,Bare class northness MDA,Bare class eastness MDA,Bare class flat geomorphon MDA,Bare class ridge geomorphon MDA,Bare class shoulder geomorphon MDA,Bare class slope geomorphon MDA,Bare class footslope geomorphon MDA,Bare class valley geomorphon MDA,Bare class median SST MDA,Bare class standard deviation of SST MDA,Kelp class depth MDA,Kelp class slope MDA,Kelp class VRM MDA,Kelp class curvature MDA,Kelp class northness MDA,Kelp class eastness MDA,Kelp class flat geomorphon MDA,Kelp class ridge geomorphon MDA,Kelp class shoulder geomorphon MDA,Kelp class slope geomorphon MDA,Kelp class footslope geomorphon MDA,Kelp class valley geomorphon MDA,Kelp class median SST MDA,Kelp class standard deviation of SST MDA,Mixed class depth MDA,Mixed class slope MDA,Mixed class VRM MDA,Mixed class curvature MDA,Mixed class northness MDA,Mixed class eastness MDA,Mixed class flat geomorphon MDA,Mixed class ridge geomorphon MDA,Mixed class shoulder geomorphon MDA,Mixed class slope geomorphon MDA,Mixed class footslope geomorphon MDA,Mixed class valley geomorphon MDA,Mixed class median SST MDA,Mixed class standard deviation of SST MDA,Red class depth MDA,Red class slope MDA,Red class VRM MDA,Red class curvature MDA,Red class northness MDA,Red class eastness MDA,Red class flat geomorphon MDA,Red class ridge geomorphon MDA,Red class shoulder geomorphon MDA,Red class slope geomorphon MDA,Red class footslope geomorphon MDA,Red class valley geomorphon MDA,Red class median SST MDA,Red class standard deviation of SST MDA
125,0.761904762,0.683544304,0.653061224,0.772727273,0.6,0.666666667,0.695652174,0.85,0.6,0.576923077,0.615384615,0.708333333,0.6,0.789473684,20.86714859,13.0921956,16.61549253,3.630702397,7.014773469,3.987169872,9.056929055,3.513287821,1.39046315,8.784077921,3.284398918,0.855193493,13.3287278,17.94995133,7.841196334,10.07548284,14.36260611,5.360575048,3.460279312,-0.545907082,7.705844864,2.554370962,0.205957675,8.929912673,1.569614722,0,8.434256399,6.817832719,14.54171463,9.749657,12.7154368,-0.595271253,1.776588398,4.926643252,6.659487512,1.721108691,0.013796554,3.242112431,0.596229728,1.054298501,11.6204706,6.849505622,8.433250774,2.588845603,5.014101001,0.994169377,7.440118648,1.65796701,7.109780906,3.227906939,2.286225616,3.068005264,2.843313593,-0.762878276,6.265907241,19.73028848,13.47972353,1.468145576,3.196578044,1.278478161,-0.093175319,0.460047335,4.979819762,-0.56428182,1.429704817,1.13495689,2.322511157,1.418855309,0.533108432,4.115128388
126,0.707792208,0.688172043,0.733333333,0.727272727,0.5625,0.642857143,0.666666667,0.8,0.5,0.75,0.814814815,0.666666667,0.642857143,0.5625,15.25552343,13.89463018,16.7075836,4.808243009,5.445816157,3.097116218,10.86296411,2.963816931,-0.708168244,6.39908621,4.262278016,0.862190226,9.145746491,15.83730358,7.744426742,10.25661534,14.48475998,5.778202097,2.552639556,0.338038249,10.20089041,2.726707114,0.352347898,5.989661482,2.821638308,0.650513357,5.384757445,7.634685675,7.818623776,8.568187156,4.703002002,-2.287574899,0.939503714,3.38305835,7.678235887,0.62670625,-0.233223708,0.008889678,1.301992602,1.002333725,7.060125179,5.337955913,3.367494317,2.284527725,6.134737669,1.513055238,7.111399921,1.684924073,5.434032339,0.871740334,0.145528542,1.473316481,1.981693619,0.437232931,3.805395607,15.4519474,14.72577928,5.800149583,7.765373515,2.113699409,0.011125939,1.128515655,1.494107225,1.577388534,-1.267502446,4.431394532,3.267956524,-1.404163206,3.339028481,5.263375579
127,0.710526316,0.757894737,0.833333333,0.734693878,0.722222222,0.666666667,0.833333333,0.782608696,0.722222222,0.611111111,0.833333333,0.692307692,0.722222222,0.733333333,17.33886662,10.99047366,13.31924274,4.638795549,5.67124531,1.674416522,11.91152883,2.755229141,-0.922703263,2.403193354,3.143981509,-1.42006732,11.47313769,14.24495253,6.072254585,8.293344416,12.59846334,4.673474443,3.299192531,-0.768060128,11.33025025,3.681860432,0.414125563,2.881594474,3.465055869,0,7.007147946,6.785026412,12.66566964,7.475235091,8.436862574,-0.994862584,2.264506918,4.377967619,10.35845801,1.435739942,0.255069269,-1.003332746,-0.183969866,-1.002333725,11.02480381,8.82057647,4.563229043,3.077111748,4.831962484,3.18062955,6.581989741,-2.481694404,6.57593012,1.137121793,-2.011998512,0.390828548,1.989049658,-1.002333725,0.767531082,11.5728588,14.22098817,3.4644047,3.953743999,4.699055621,0.294584183,0.154119741,-0.508651054,-1.319866576,-1.09586276,1.061442372,2.399214189,0,2.226000068,5.974070473
128,0.724137931,0.698630137,0.864864865,0.695652174,0.6,0.606060606,0.761904762,0.888888889,0.5625,0.555555556,1,0.571428571,0.642857143,0.666666667,22.11549998,12.46050481,15.08922094,4.119201254,6.057789262,4.383645711,10.74125775,3.494065598,-1.477240699,3.786564919,3.293528511,1.002333725,13.78383589,21.06982377,5.005670849,9.76679193,12.41220753,4.553501386,3.416653918,0.920579765,9.451184589,2.438726048,-1.346581625,1.454942877,2.756174714,0,6.360348885,5.357547131,17.62390614,11.20458244,11.65058743,0.243776259,2.291298,4.421018139,6.494511767,0.897846393,0.407462517,3.738491586,1.220398108,1.002333725,14.10360301,10.32909699,8.58215937,3.25270577,7.240639326,1.415687753,4.541113272,2.92119472,7.109498166,1.853271817,-0.615503121,1.504692658,1.120772686,0,4.281700767,20.21423257,17.14275724,1.726930246,6.870981265,0.795138431,0.564096074,-0.566744396,7.053941399,1.107792247,-1.689557724,2.014286272,2.784723501,0,1.360853909,6.188043864
129,0.708791209,0.753846154,0.88372093,0.85,0.454545455,0.64,0.863636364,0.772727273,0.714285714,0.571428571,0.904761905,0.944444444,0.333333333,0.727272727,25.23141499,11.55355181,17.2114652,7.833727953,6.60636817,2.417872786,7.680895125,3.2722896,0.813590698,5.522100158,2.259844812,1.165888891,11.2240473,15.3217639,5.565502238,10.52762041,16.33450589,7.66693638,2.530356048,4.142139866,7.138987516,1.55710274,-2.381791318,5.107869792,2.13776876,0.416533987,7.186000322,4.780098749,16.56677638,7.131815631,7.599085904,-0.725525789,3.228311757,3.136966939,3.964859036,3.543572288,1.156595825,1.003153056,-1.332483926,0.979009625,7.967969633,4.174230832,9.542340847,1.634301478,4.913612729,2.838624658,8.068247906,-0.403805641,6.179945273,0.207550423,0.119772758,1.278861081,2.76006236,0,2.669908125,17.54662363,16.67097679,-0.779895103,5.957169677,4.12166513,0.248447417,-3.090244242,-0.146611421,0.806137232,1.883289394,2.810587383,2.993771094,1.42083755,2.534492367,3.759238222
130,0.737704918,0.671875,0.8,0.711111111,0.272727273,0.761904762,0.888888889,0.615384615,0.333333333,0.727272727,0.727272727,0.842105263,0.230769231,0.8,28.13313809,11.90431875,22.35959645,7.679946608,6.108086486,5.528407609,7.015052167,4.08802354,-0.195984638,6.05841401,2.276714655,-1.002333725,13.60138647,18.96754128,9.894101804,10.15910422,19.00532845,8.265169049,0.71829077,2.663613818,5.734517027,3.068836058,-2.017287911,4.621173268,2.870111129,0,8.693291661,4.614416743,24.64628569,8.92578385,14.99095692,1.529541274,1.828528626,3.982741685,3.242254092,1.873335358,-0.161377858,2.224934623,-0.223616326,0,11.40933981,8.600038892,13.86626694,0.35518664,8.113788399,3.369296285,5.923738925,3.790655998,5.620638907,3.047485577,-0.835818427,2.699839223,0.718689172,-1.002333725,5.944671517,20.00143491,14.91129176,0.62368332,6.751555647,0.279641666,2.856996297,0.691054493,2.809475931,-0.384403371,1.236359712,3.02862205,1.920366913,0,1.977209981,8.06424023
131,0.699386503,0.69047619,0.80952381,0.72,0.666666667,0.55,0.894736842,0.666666667,0.8,0.47826087,0.739130435,0.782608696,0.571428571,0.647058824,21.13837318,11.58597131,17.11065537,5.948651616,4.570569689,0.793696002,8.880919534,3.540200423,-1.506890968,3.540569392,2.195084763,-0.449508222,11.78343968,13.39565582,6.204260609,11.5931146,13.66506382,6.090156305,1.42793235,2.764570243,7.985243819,1.73269395,-2.936742524,3.701793424,1.009134116,1.882313374,5.631485712,5.591052328,16.86500314,7.378979086,10.63346804,-1.750802006,1.409116396,-2.742634986,5.157550832,1.777374779,0.754890912,1.936628006,1.680800543,-1.253671153,12.55257216,5.879096388,3.753304551,1.742705808,0.440488864,1.6653899,5.706577724,0.981715274,4.986159244,0.509905209,-1.002333725,0.06155093,-1.565912043,-0.640795438,-0.253082407,10.19101424,17.38488062,-0.48499858,9.315576177,3.909591608,1.770090376,1.18790979,2.977462601,2.815963784,1.708807829,1.762614312,1.55406235,-1.002333725,0.898784367,6.911491331
132,0.707602339,0.75,0.745098039,0.823529412,0.75,0.555555556,0.76,0.913043478,0.75,0.416666667,0.730769231,0.75,0.75,0.833333333,24.5907014,11.81734125,18.67171479,9.354948298,4.398918286,5.56746729,7.505829607,2.883771292,0.735192594,5.181949876,2.634863133,0.94936305,10.6913815,15.81633381,8.14334889,11.5326813,16.31510265,8.804201996,0.60732353,2.115501802,7.014048529,4.786313375,-0.74383322,5.490540231,2.550336576,1.41735993,6.726341693,7.83487135,18.77348243,4.169841784,7.674343424,1.586723786,2.434734074,7.230404928,1.353052169,1.888453633,1.352969684,-0.255479579,0.201334724,0.288553917,10.40635696,8.061873195,7.372435845,1.472514806,5.503075507,2.376659594,3.781551974,0.207128908,5.515748752,1.630978858,-0.704581042,2.83552012,0.545281797,-2.013667864,1.65257959,15.34795899,15.70370918,4.652679378,7.799484894,3.82804384,2.042006062,0.256190379,3.202153348,-1.118873072,1.270168987,2.783923349,2.041102467,2.252321233,2.429848652,6.176423618
133,0.763736264,0.753846154,0.830188679,0.764705882,0.666666667,0.636363636,0.956521739,0.866666667,0.583333333,0.466666667,0.733333333,0.684210526,0.777777778,1,23.68866129,13.58819237,13.41089471,8.313219718,5.491556017,5.316350502,12.33824107,3.171391343,0.074561882,6.853929784,5.292350118,0.661459052,17.880178,17.18975939,8.140796656,11.37048598,13.00482327,8.525816016,0.662684129,-0.037452402,11.67822055,4.329338169,-1.182425557,5.878680205,3.812494323,0.487704056,7.078874469,7.854323034,13.43066731,6.117237874,7.597591724,1.67550734,1.174326751,5.525253696,2.881931791,0.958343366,-0.567205333,2.036131013,0.673955493,-0.494756303,16.41238004,7.595974399,3.54833151,2.239830808,1.957069166,1.415743437,5.034208177,2.199615472,7.313993724,-0.240999587,1.765731033,2.094429571,2.406900733,1.002333725,8.620367785,16.43966503,19.53945516,5.617416908,5.385965321,3.81805119,3.685942824,2.280460959,3.967926607,1.048228197,1.052050161,4.048366267,4.603517216,1.413225201,2.263256193,8.502458261
134,0.732620321,0.733333333,0.769230769,0.8,0.666666667,0.631578947,0.9375,0.736842105,0.642857143,0.545454545,0.652173913,0.875,0.692307692,0.75,25.0426035,14.18822884,16.94883359,6.322066805,6.481151012,6.428506326,9.645225359,1.275565521,-0.639093312,2.367257126,0.683885566,-0.654289615,12.05200329,15.48172868,9.213151111,10.7365985,14.95848047,8.756796762,3.057501747,2.066832138,8.188286787,2.187935494,-3.097371707,4.266872398,0.594733183,1.723838386,6.71107482,7.546571665,18.41687974,9.419490037,10.68201416,-1.491673975,3.858398721,6.026615667,3.776642035,-0.033241131,0.507841922,-1.521856622,-0.217243636,-1.251018194,10.73399936,5.261137584,8.191477633,1.705224733,4.24707221,0.471977978,5.200287395,1.901248279,5.897289169,-0.368949952,-0.499665277,0.407228474,-0.715014898,-1.655387141,2.422051582,14.39180638,16.18632638,3.459170045,7.692145391,3.147847034,0.589625562,2.427821032,7.437287131,0.426558581,2.219058757,1.038953642,2.785859094,1.362593296,3.037157551,5.495183007
135,0.686046512,0.76,0.84,0.731707317,0.75862069,0.666666667,0.913043478,0.714285714,0.6875,0.666666667,0.777777778,0.75,0.846153846,0.666666667,19.90572315,10.67340174,12.64964249,4.566290755,7.341010953,6.835565703,11.63488553,1.030205622,1.737120763,5.119420091,4.275860217,-0.345618903,10.69247718,15.13620235,4.300374688,9.700770978,11.25229884,4.696022948,0.794395361,-0.668585171,11.37292862,3.15073913,-0.381464163,5.504296713,3.36769199,0.03287988,5.6017246,4.160289036,15.07215151,5.320217893,8.943457391,-1.268055798,3.091655287,8.342328158,6.857403945,1.163558203,0.571565921,0.318199775,-1.25831801,1.738890711,11.42983503,4.317821011,7.082154359,2.62975694,4.199042339,2.804906791,7.119246125,0.533477529,6.482022873,0.507362416,-0.598152001,1.174137559,3.660881331,-1.782241337,1.986930946,16.14465034,14.32290277,0.999195887,4.847111813,2.459306121,2.460859061,2.702111319,1.611517398,-2.420206562,3.39936452,1.304427564,2.206785729,0.606357049,0.358149081,4.754213599
136,0.6875,0.845070423,0.88372093,0.875,0.769230769,0.8,0.904761905,0.84,0.909090909,0.714285714,0.863636364,0.913043478,0.666666667,0.909090909,19.48947806,9.917601658,17.9912799,4.02904773,2.377588789,5.694255779,8.033920897,6.878564467,0.018042884,3.728654838,3.243225563,0.049359146,11.44947125,18.14746167,5.64665076,9.792826579,15.81559082,8.191494716,0.875363192,1.254747232,7.450674663,2.608565206,-1.391385718,3.651620698,0.595909637,-0.558022567,6.456882285,7.550509936,12.20791506,3.011042501,6.881596186,-3.06456009,1.15534703,5.403761791,3.174696503,6.579195829,-0.63885243,0.687622626,1.279688317,1.485498028,10.26603815,9.202884174,7.112709445,2.082527697,6.997457467,0.186496618,2.271887081,2.129640376,6.387431981,2.658816065,-0.102534285,2.531364194,2.531182836,-0.870770373,3.273186711,16.37686187,13.813826,2.087622484,8.135201332,0.844117967,1.208489204,1.257810058,2.362163465,1.029388987,1.446344114,2.30054546,2.911748424,-0.156182621,1.856558469,5.271736901
137,0.781065089,0.602564103,0.666666667,0.652173913,0.571428571,0.5,0.7,0.625,0.571428571,0.5,0.636363636,0.681818182,0.571428571,0.5,21.42980385,11.87160577,15.28470032,9.629551527,7.214158894,6.023585528,10.513084,4.164140996,-0.130496563,3.652635824,2.505003249,-1.098420971,15.23184921,16.25081245,5.412059102,10.28119479,12.5639887,9.430444787,0.38482021,0.026075623,10.19767139,2.352180665,-1.675789202,2.787709881,0.509632112,-0.156182621,5.891057597,4.843412534,17.0293294,7.136890142,9.141044155,3.123095244,4.92025047,8.064808107,1.239914769,3.030592347,2.725649874,2.329493736,0.175974889,-0.475901956,15.09325823,5.458846868,8.62584075,3.187328482,4.614639946,1.130373046,6.12364888,-0.014940541,6.951888663,0.202158632,-2.128971914,0.444857758,1.950934855,-1.744262833,3.49665944,16.10617219,16.9668388,2.560439022,8.376985514,3.681955772,2.175797256,1.903406803,6.969241924,3.166968461,-0.289329922,1.18720465,2.434326334,0,-0.331122207,6.961212413
138,0.757225434,0.675675676,0.785714286,0.697674419,0.52173913,0.538461538,0.814814815,0.714285714,0.75,0.388888889,0.75862069,0.681818182,0.4,0.875,23.84457714,15.30032063,16.67705944,6.031670161,7.777697669,3.958679005,6.624389178,0.881213839,0.137599394,4.231097352,3.073513996,-0.661929887,18.10206433,15.77880789,7.856811054,12.75726694,14.88825413,7.010007452,1.361770988,0.710191697,6.8075608,2.617387718,0.824705376,2.903977641,0.454146089,1.048385336,8.698550725,8.888758222,17.60202553,8.80929675,8.85465512,-0.749102293,4.126482776,4.70216229,1.237197048,2.322125971,0.140039585,-0.080358241,0.890912662,1.002333725,17.24612672,7.312255824,4.918113897,1.057465095,6.404434242,1.30910074,6.336798189,0.219947966,4.532610939,-0.533360201,-0.647627411,2.603162027,1.883226048,-1.67961764,9.180318495,13.59896184,17.42379861,5.032451812,5.768252669,2.259674567,3.049160014,2.334046365,2.656465554,-2.34102498,-0.122863181,2.598558575,3.25616435,-0.618351172,3.240910322,5.78698174
139,0.715116279,0.706666667,0.8,0.7,0.666666667,0.580645161,0.785714286,0.777777778,0.666666667,0.529411765,0.814814815,0.636363636,0.666666667,0.642857143,17.83086612,13.22983815,13.80227628,4.469811196,8.230015468,6.92309987,11.36701943,4.974495064,-0.206655495,4.561304679,3.948839555,0.460413143,10.38200287,20.19443382,7.184181111,10.84252278,11.55407168,5.739601395,2.169146383,0.233094304,10.49883138,5.019922855,-1.694328442,4.063171652,1.710895502,2.114134652,5.275664966,6.951767735,11.59503864,11.74583506,8.528495803,0.68374562,4.721072016,6.583793662,6.740922469,3.298983271,1.241419522,2.719679343,1.156433506,-1.420314034,8.762979888,11.02782374,6.602728179,1.517147604,3.094060125,0.855748801,8.224715672,2.186773446,6.839820137,0.123166621,1.365549829,1.750780286,3.371571128,-0.37165758,4.488985194,16.03260876,13.89800554,0.190914183,4.923839027,1.286204195,1.2706252,3.060135209,6.549592421,1.29218891,-0.258820513,2.119102036,3.105527493,-1.002333725,1.361350214,7.565804499
140,0.715083799,0.676470588,0.75,0.684210526,0.571428571,0.666666667,0.789473684,0.541666667,1,0.588235294,0.714285714,0.928571429,0.4,0.769230769,20.25733785,12.22701557,16.88661265,8.286782409,5.638949686,7.069615472,8.902728866,0.694094059,0.366500031,6.365272695,1.474287881,-0.431730143,10.11517677,12.04667988,4.225386886,9.457058903,14.00226012,8.635047229,1.249468527,4.08177091,7.070594966,1.528650398,-0.050319707,6.087900918,-0.489386251,-0.064216746,6.837021734,4.414958462,15.7370946,8.338667903,10.42548416,-1.7619661,4.158019291,6.939455401,4.463629611,0.820605451,-2.095729245,-0.73103553,1.378162526,-0.07992308,8.867069632,4.189997773,5.466554707,0.996257576,3.492932607,3.016096083,6.199782031,1.682067185,4.339193218,0.733925866,1.42083755,2.834324792,-1.476012751,-1.347292469,-0.376481784,12.59897908,16.93524771,0.506881614,5.749070786,2.719854363,-0.083562957,-0.245990921,5.683937728,-0.661329504,1.941498011,0.161458036,2.765323132,1.002333725,1.603762862,3.768522204
141,0.752873563,0.657534247,0.717948718,0.739130435,0.5625,0.551724138,0.823529412,0.653846154,0.642857143,0.5,0.636363636,0.85,0.5,0.615384615,20.41049774,12.13937773,16.80274213,7.529262666,4.890288562,4.160280575,10.4621343,-0.058998147,2.592761403,4.335235388,3.021104364,-0.551006272,16.3672763,14.22744548,8.023820384,10.44723152,13.21488565,9.835072956,0.980365351,-0.117909965,8.982927174,2.617257088,0.615257429,4.658644664,1.989884449,1.002333725,8.526532795,5.969923119,15.03956527,7.238192172,9.829311875,0.402159084,1.267592139,4.546286565,4.106348541,-0.199687618,0.21940695,1.028841738,-0.343881433,0,14.45767933,7.770217077,0.307553704,5.040943809,3.911830713,2.071683624,3.860998437,0.613054756,5.297737766,0.648393704,1.855853556,1.489633578,2.589802578,-1.002333725,8.707029402,12.88405544,14.88038007,1.669722511,9.23551744,-0.088022556,3.367052202,3.109762635,6.653769582,-2.837288291,2.566521818,1.477123013,2.742240316,-0.64342722,0.488177557,5.4213301
142,0.712643678,0.630136986,0.682926829,0.775510204,0.48,0.451612903,0.823529412,0.76,0.5,0.368421053,0.583333333,0.791666667,0.461538462,0.583333333,19.68136341,14.06830857,15.2536006,8.228515591,7.77284742,5.270837339,10.89107003,1.394489756,-0.360399054,4.142826635,3.144631966,-1.497876382,10.69704924,16.05313842,5.002257185,12.85281108,12.6726785,8.317490884,0.309391473,1.300604602,10.06905374,1.672834099,-0.887988781,3.494784724,3.561122928,-1.392994333,5.252217813,4.595389747,14.59918968,7.667091965,7.572647064,0.36261975,3.163427983,3.29578398,5.240837087,-0.754348797,-0.861961932,0.181502245,-0.319488813,-0.623464962,10.34426917,5.906918413,7.1937436,1.95535509,6.453176673,5.11546076,8.835996598,2.083783334,7.740205925,0.56867965,-0.647627411,2.606155317,-1.129917633,-0.135936394,5.488535834,14.44282299,16.53702422,4.958385139,5.841581251,1.908730469,2.249907168,2.602197602,4.1440671,1.452628651,1.684166999,1.924181688,3.253491777,-0.782271731,0.788621443,5.333731936
143,0.741758242,0.707692308,0.787878788,0.784313725,0.692307692,0.4,0.8125,0.833333333,0.75,0.307692308,0.764705882,0.740740741,0.642857143,0.571428571,24.96625935,10.8875184,17.35428546,7.692261411,7.554782655,3.383579397,9.985650492,4.455497754,1.060547688,4.680745228,1.684781699,-1.008050994,14.52036706,18.19341817,9.396336299,9.764383919,16.35061789,8.417040755,2.606370262,0.405387376,9.351080698,3.429912547,-0.517572716,2.761577914,0.592578046,0,9.500349754,10.26363556,18.43545842,5.266681313,8.705807893,0.660760626,7.07702363,3.882580453,4.706435716,3.482629668,0.297129579,2.153868128,1.897914929,1.002333725,10.3690706,6.983624011,7.802112102,2.864327647,6.689741984,3.510557066,3.599087569,1.268027931,7.668580594,0.479895928,0.004931827,-0.188106763,-1.296362317,-1.417193001,4.816275934,16.9917615,18.46571062,2.007057009,8.270176248,0.66195291,2.656279993,0.589711426,4.567047705,1.638313342,1.377957384,4.166794447,2.900651339,-1.002333725,4.802124179,7.873134158
144,0.715116279,0.68,0.816326531,0.769230769,0.578947368,0.416666667,0.833333333,0.75,0.611111111,0.384615385,0.8,0.789473684,0.55,0.454545455,21.47740989,11.00330451,20.61465477,5.504782986,6.536749087,5.961465076,5.97507241,2.211010049,-0.36733254,4.364742772,3.125797888,1.658840437,15.60378103,13.1001304,8.071696365,10.80685624,18.7503323,4.79434491,0.612116026,1.141222864,5.67497026,1.204123261,0.062032133,4.189897907,2.365979237,0,5.238395726,3.720350463,14.95037749,7.932164079,14.41117797,-1.375602725,3.478958458,7.213824356,3.391841047,1.457800038,-0.945335775,1.84710082,-0.008640038,0,14.48691215,5.027321521,4.995350501,1.639208904,4.089049276,4.137098901,5.841440666,1.268721758,4.583430481,1.328745237,0.606853527,0.98477323,1.172242151,0.156182621,5.702533862,13.04862762,15.70459031,0.669121232,5.926292087,3.074746374,2.203420901,1.925766996,1.484693309,0.433983283,-1.002333725,0.681520552,3.234344403,1.950413107,3.719795153,5.942589965
145,0.710227273,0.704225352,0.736842105,0.818181818,0.666666667,0.545454545,0.823529412,0.75,0.818181818,0.473684211,0.666666667,0.9,0.5625,0.642857143,18.49957544,14.49571414,15.94103878,5.869797281,2.333067902,3.620990967,10.69799959,4.325155577,2.025883719,4.690135547,-0.341999066,-0.459972679,11.96488139,14.21056566,3.694541291,14.0153325,14.19649821,5.4816696,-0.423800019,-0.244735218,10.48619913,4.052605034,-0.539616925,4.364977594,0.286018538,1.738221104,4.325563574,2.853012071,13.30822503,8.396168819,10.98038895,-1.342806259,0.522748211,3.534627264,3.846544414,3.289531917,0.386782477,2.193207598,-2.788491857,0.06988277,11.3628784,6.188772844,3.503845063,-0.07261155,0.985762948,-0.125798039,2.010227461,0.620045117,6.484697485,0.474272461,2.154561792,-0.937544853,0.479520627,-1.659406649,3.964011696,15.49182352,15.98952193,0.655917833,5.994769963,5.931099478,2.235093167,2.001565288,4.049702506,-0.199116862,2.65006642,3.188509307,2.656193925,1.002333725,0.465375423,4.894641166
146,0.736842105,0.723684211,0.808510638,0.826086957,0.461538462,0.666666667,0.791666667,0.826086957,0.461538462,0.6875,0.826086957,0.826086957,0.461538462,0.647058824,15.16391318,12.37860745,17.21526721,9.085666891,9.389988804,7.482787901,8.367763827,4.560948516,-0.587803951,3.126057446,1.696343695,-1.175989775,13.16051594,22.1729374,6.041565719,12.30132534,16.64162082,9.558317327,3.557147863,1.997865048,7.903158481,3.71805502,-0.107050897,2.973640656,-0.981568808,2.366778754,7.702887989,8.576460433,9.657087004,5.632620189,9.045905236,-0.366112988,4.759197792,7.299467766,3.058678817,3.924828226,-1.278268539,1.163479613,1.173217582,-0.090458413,10.61561169,8.246309733,5.005578212,1.969969075,5.8770523,1.481587398,9.135798313,-0.130937709,5.449689592,0.386502272,2.69215117,2.005966687,0.969169766,-3.074746011,6.319933758,21.17350243,10.75139285,1.276359507,1.892291836,1.899519822,3.285416942,3.832855203,2.367608647,0.430421543,-1.439072122,-0.7708182,2.607520361,0.343091052,1.944179463,6.86798192
147,0.705882353,0.597402597,0.716981132,0.558139535,0.533333333,0.5,0.703703704,0.52173913,0.666666667,0.466666667,0.730769231,0.6,0.444444444,0.538461538,25.00172827,10.72508825,16.82056994,4.226975321,3.133752217,3.871007945,10.26123069,4.735675152,0.601508,3.112532068,3.02529612,-0.34936035,13.30981638,15.69471571,2.596920095,8.995194337,14.49279325,5.130148318,0.139452102,-0.483562148,7.775953289,4.969726225,0.356333959,3.238493009,2.810159984,1.002333725,5.68832972,2.397506557,21.10732638,5.061468488,10.6400566,-1.759625466,1.700360013,3.588361583,9.420030394,1.4910981,0.121627982,0.596928438,1.208809573,0.263119289,11.90592093,6.830197789,6.117922761,4.476740538,5.952662144,2.447927948,3.186760235,1.291082585,5.632455166,1.908782373,1.113701701,0.758633889,-0.564363148,-1.047704254,5.684545028,15.88894277,16.32766257,3.500475143,7.032583218,2.223874074,-0.298697573,2.63432593,2.791131699,0.674506668,0.30765894,1.49940551,2.393049106,0,0.271513708,5.563087995
148,0.734463277,0.657142857,0.628571429,0.705882353,0.692307692,0.571428571,0.846153846,0.620689655,0.692307692,0.533333333,0.5,0.818181818,0.692307692,0.615384615,22.63975977,11.67903318,14.81670377,5.826735738,4.315152228,4.83616782,11.10657352,1.90540436,-0.241483432,3.809461652,3.046684623,1.420644875,8.122476935,18.2056109,7.263927461,10.73722686,11.71308792,8.711750552,2.113940285,3.060733971,9.035478928,1.875294535,-0.815968518,3.285846977,1.717353185,0,6.29128355,6.240651798,15.29594808,7.97029094,9.438349815,-1.215519782,1.601521311,3.34588107,4.419094886,0.663567868,-0.14677005,0.812873739,-0.022351557,1.418855309,8.021263128,8.163603208,5.401845582,1.560432594,3.553292254,-0.705389244,4.255914075,2.793773821,7.151213656,1.309597666,0.612555432,3.039167718,2.159298719,0,1.580687375,16.35355189,18.80559528,2.431590835,6.471115212,-0.031323251,0.300554326,-0.279504619,7.59603219,0.974464944,-0.184035893,2.155593495,2.883498456,0,-1.041909231,8.395480946
149,0.697674419,0.68,0.736842105,0.716981132,0.592592593,0.625,0.777777778,0.655172414,0.727272727,0.588235294,0.7,0.791666667,0.5,0.666666667,22.51844446,13.75655818,17.8119722,7.442128005,4.953449017,5.429985133,7.909775496,3.400849789,-0.662029887,3.816765911,1.194170591,0.432027842,10.55118942,15.54314227,7.986344414,12.02397852,16.75120335,5.629495229,4.30149074,0.97734437,7.402811604,4.012809461,-1.154683526,3.176354177,1.807964152,1.147887467,5.536262471,7.967760113,16.86130965,11.82766878,11.10181462,2.381165183,1.164465,6.028333408,4.833052204,2.427394695,-0.07949531,2.238229933,-1.294286473,-0.705604118,8.723967741,8.531688382,8.353453769,1.163107191,2.919758729,3.304541472,4.697878884,2.94309409,4.689227234,0.528214638,1.002333725,0.93986022,-0.839254977,-1.187764596,4.108668056,15.38537595,14.55011863,-0.605909382,6.310647779,2.92069814,0.692150984,0.769957387,1.358135018,-1.248291873,-0.15429059,1.988565723,2.833167344,1.73936991,1.027705207,3.736295073
